item_id,genres,app_name,release_date
773690,Adventure,The first thrust of God - All Aircrafts,2018
773690,Casual,The first thrust of God - All Aircrafts,2018
773690,Indie,The first thrust of God - All Aircrafts,2018
773690,Simulation,The first thrust of God - All Aircrafts,2018
773690,Strategy,The first thrust of God - All Aircrafts,2018
774279,Free to Play,SNOW - Lifetime Pack,2018
774279,Indie,SNOW - Lifetime Pack,2018
774279,Simulation,SNOW - Lifetime Pack,2018
774279,Sports,SNOW - Lifetime Pack,2018
768060,Action,The Warrior Of Treasures,2018
768060,Adventure,The Warrior Of Treasures,2018
768060,Indie,The Warrior Of Treasures,2018
775880,Racing,RC Plane 3 - Canyon Scenario,2017
775880,Simulation,RC Plane 3 - Canyon Scenario,2017
775880,Sports,RC Plane 3 - Canyon Scenario,2017
775881,Racing,RC Plane 3 - F-53B,2017
775881,Simulation,RC Plane 3 - F-53B,2017
775881,Sports,RC Plane 3 - F-53B,2017
653960,Action,DinoBlaster,2018
653960,Indie,DinoBlaster,2018
282010,Action,Carmageddon Max Pack,1997
282010,Indie,Carmageddon Max Pack,1997
282010,Racing,Carmageddon Max Pack,1997
70,Action,Half-Life,1998
752360,Action,Fallen Mage,2016
752360,Indie,Fallen Mage,2016
752360,RPG,Fallen Mage,2016
520680,Casual,Lost Cities,2018
520680,Indie,Lost Cities,2018
520680,Strategy,Lost Cities,2018
690410,Action,Twisted Enhanced Edition,2018
766850,Casual,Vaporwave Simulator,2018
766850,Indie,Vaporwave Simulator,2018
766850,Simulation,Vaporwave Simulator,2018
413120,Action,Tactics Forever,2018
413120,Casual,Tactics Forever,2018
413120,Indie,Tactics Forever,2018
413120,Massively Multiplayer,Tactics Forever,2018
413120,Simulation,Tactics Forever,2018
413120,Sports,Tactics Forever,2018
413120,Strategy,Tactics Forever,2018
773120,Adventure,Christmas Santa Troubles,2017
773120,Casual,Christmas Santa Troubles,2017
773120,Indie,Christmas Santa Troubles,2017
754360,Action,Underdone - Soundtrack,2018
754360,Adventure,Underdone - Soundtrack,2018
754360,RPG,Underdone - Soundtrack,2018
716110,Adventure,Bitcoin Clicker,2018
716110,Casual,Bitcoin Clicker,2018
716110,Indie,Bitcoin Clicker,2018
716110,RPG,Bitcoin Clicker,2018
1640,Strategy,Disciples II: Gallean's Return,2006
1630,Strategy,Disciples II: Rise of the Elves,2006
2400,Action,The Ship: Murder Party,2006
2400,Indie,The Ship: Murder Party,2006
2400,RPG,The Ship: Murder Party,2006
759920,Action,Souland,2017
759920,Indie,Souland,2017
759920,Strategy,Souland,2017
759920,Early Access,Souland,2017
659780,Action,Darkness and a Crowd,2018
659780,Adventure,Darkness and a Crowd,2018
659780,Indie,Darkness and a Crowd,2018
659780,RPG,Darkness and a Crowd,2018
659780,Strategy,Darkness and a Crowd,2018
603280,Action,TAROTICA VOO DOO,2017
603280,Adventure,TAROTICA VOO DOO,2017
603280,Indie,TAROTICA VOO DOO,2017
603280,RPG,TAROTICA VOO DOO,2017
753110,Casual,Chronicles of Vinland,2017
753110,Strategy,Chronicles of Vinland,2017
753110,Early Access,Chronicles of Vinland,2017
753100,Action,Orbitality,2017
753100,Indie,Orbitality,2017
764280,Action,Atomic Adam: Episode 1,2017
764280,Adventure,Atomic Adam: Episode 1,2017
764280,Casual,Atomic Adam: Episode 1,2017
758550,Adventure,Mirt. Tales of the Cold Land. Chapter 2,2017
758550,Casual,Mirt. Tales of the Cold Land. Chapter 2,2017
758550,Free to Play,Mirt. Tales of the Cold Land. Chapter 2,2017
758550,Indie,Mirt. Tales of the Cold Land. Chapter 2,2017
3800,Action,Advent Rising,2005
1520,Indie,DEFCON,2006
1520,Strategy,DEFCON,2006
2420,Action,The Ship: Single Player,2006
2420,Indie,The Ship: Single Player,2006
2420,RPG,The Ship: Single Player,2006
4000,Indie,Garry's Mod,2006
4000,Simulation,Garry's Mod,2006
4230,Racing,RACE - The WTCC Game,2006
4900,Casual,Zen of Sudoku,2006
4900,Indie,Zen of Sudoku,2006
2520,Casual,Gumboy - Crazy Adventures™,2006
2520,Indie,Gumboy - Crazy Adventures™,2006
6200,Strategy,Ghost Master®,2003
6210,Strategy,Vegas: Make It Big™,2006
6300,Adventure,Dreamfall: The Longest Journey,2006
6300,RPG,Dreamfall: The Longest Journey,2006
2990,Racing,FlatOut 2™,2006
6220,Racing,FlatOut,2005
6510,Action,Lost Planet™: Extreme Condition,2007
6510,Adventure,Lost Planet™: Extreme Condition,2007
3980,Strategy,CivCity: Rome,2006
1700,RPG,Arx Fatalis,2002
6310,Action,The Longest Journey,2000
6310,Adventure,The Longest Journey,2000
6310,RPG,The Longest Journey,2000
3990,Strategy,Civilization IV®: Warlords,2006
7610,Strategy,Railroad Tycoon 3,2003
7600,Strategy,Sid Meier's Railroads!,2006
7620,Strategy,Railroad Tycoon II Platinum,1998
2540,Casual,RIP - Trilogy™,2007
2540,Indie,RIP - Trilogy™,2007
7650,Strategy,X-COM: Terror From the Deep,1995
8000,Action,Tomb Raider: Anniversary,2007
8000,Adventure,Tomb Raider: Anniversary,2007
6550,Action,Devil May Cry® 3 Special Edition,2006
8200,Action,Sam & Max 101: Culture Shock,2006
8200,Adventure,Sam & Max 101: Culture Shock,2006
2290,Action,Final DOOM,1996
2570,Indie,Vigil: Blood Bitterness™,2007
2570,RPG,Vigil: Blood Bitterness™,2007
8210,Action,Sam & Max 102: Situation: Comedy,2006
8210,Adventure,Sam & Max 102: Situation: Comedy,2006
2280,Action,Ultimate Doom,1995
9160,Action,Master Levels for Doom II,1995
2300,Action,DOOM II,1994
2270,Action,Wolfenstein 3D,1994
9010,Action,Return to Castle Wolfenstein,2001
9040,Action,QUAKE Mission Pack 1: Scourge of Armagon,1997
9000,Action,Spear of Destiny,1993
3810,Action,BloodRayne,2003
9030,Action,QUAKE Mission Pack 2: Dissolution of Eternity,2007
2310,Action,QUAKE,2007
3230,Strategy,Genesis Rising,2007
9310,Strategy,"Warhammer® 40,000: Dawn of War® – Winter Assault",2006
7670,Action,BioShock™,2007
7670,RPG,BioShock™,2007
4570,Strategy,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2006
4580,Strategy,"Warhammer® 40,000: Dawn of War® - Dark Crusade",2006
4760,Strategy,Rome: Total War™ - Collection,2004
4770,Strategy,Rome: Total War™ - Alexander,2006
50970,Casual,Mystery Case Files: Madame Fate®,2007
12170,Action,Grand Theft Auto,1998
12180,Action,Grand Theft Auto 2,1999
12130,Action,Manhunt,2004
12160,Racing,Midnight Club 2,2003
12150,Action,Max Payne 2: The Fall of Max Payne,2003
7000,Action,Tomb Raider: Legend,2006
7000,Adventure,Tomb Raider: Legend,2006
12140,Action,Max Payne,2001
17480,Strategy,Command & Conquer: Red Alert 3,2008
12500,Casual,PuzzleQuest: Challenge of the Warlords,2007
12310,RPG,Culpa Innata,2007
12310,Casual,Culpa Innata,2007
12310,Adventure,Culpa Innata,2007
12510,Strategy,Prison Tycoon 3™: Lockdown,2007
12530,Action,Hunting Unlimited™ 2008,2007
12530,Adventure,Hunting Unlimited™ 2008,2007
12530,Strategy,Hunting Unlimited™ 2008,2007
12520,Racing,18 Wheels of Steel: American Long Haul,2007
8100,Action,Conflict: Denied Ops,2008
2780,Action,ARMA: Combat Operations,2007
9730,Simulation,Tycoon City: New York,2006
9710,Action,Desperados 2: Cooper's Revenge,2006
9800,Action,Death to Spies,2007
9800,Adventure,Death to Spies,2007
9760,Action,Act of War: High Treason,2006
2700,Simulation,RollerCoaster Tycoon® 3: Platinum,2006
2700,Strategy,RollerCoaster Tycoon® 3: Platinum,2006
2710,Action,Act of War: Direct Action,2005
13200,Action,Unreal 2: The Awakening,2003
13250,Action,Unreal Gold,1998
13000,Casual,Ninja Reflex: Steamworks Edition,2008
13000,Indie,Ninja Reflex: Steamworks Edition,2008
13560,Action,Tom Clancy's Splinter Cell®,2003
13520,Action,Far Cry®,2004
13240,Action,Unreal Tournament: Game of the Year Edition,2000
13540,Action,Tom Clancy's Rainbow Six® Vegas,2006
15210,Simulation,Silent Hunter® III,2005
16180,Casual,Virtual Villagers - The Secret City,2008
16180,Simulation,Virtual Villagers - The Secret City,2008
3520,Casual,Mystery P.I.™ - The Vegas Heist,2008
15970,Casual,Luxor,2008
15950,Casual,Reaxxion,2008
15960,Casual,Little Farm,2008
15900,Casual,7 Wonders II,2008
15910,Casual,Luxor Amun Rising,2005
15930,Casual,Luxor 3,2007
15160,Simulation,Petz® Horsez® 2,2007
15920,Casual,Luxor 2,2005
15080,Action,Rayman Raving Rabbids™,2007
15080,Adventure,Rayman Raving Rabbids™,2007
15200,Simulation,Silent Hunter®: Wolves of the Pacific,2007
15320,Simulation,IL-2 Sturmovik: 1946,2006
15240,Simulation,Silent Hunter®: Wolves of the Pacific U-Boat Missions,2008
8310,Adventure,Bone: Out From Boneville,2005
12600,Racing,Midnight Outlaw: 6 Hours to SunUp,2005
8320,Adventure,Bone: The Great Cow Race,2006
12590,Racing,Sprint Cars Road to Knoxville,2008
12560,Simulation,Ride! Carnival Tycoon,2007
12540,Casual,Mahjongg Investigations: Under Suspicion,2007
11050,Adventure,Dracula Origin,2008
10520,Sports,Beijing 2008™ - The Official Video Game of the Olympic Games,2008
11040,Adventure,Sherlock Holmes - Nemesis,2008
11040,RPG,Sherlock Holmes - Nemesis,2008
19500,Adventure,Eternity's Child,2008
19500,Indie,Eternity's Child,2008
11260,Simulation,Pacific Storm Allies,2007
11260,Strategy,Pacific Storm Allies,2007
19200,Action,Tank Universal,2008
19200,Indie,Tank Universal,2008
12360,Racing,FlatOut: Ultimate Carnage,2008
15710,Adventure,Oddworld: Abe's Exoddus®,1998
15700,Adventure,Oddworld: Abe's Oddysee®,1997
8660,Racing,GTR Evolution Expansion Pack for RACE 07,2008
7770,Strategy,X-COM: Enforcer,2001
7660,Strategy,X-COM: Apocalypse,1997
7760,Strategy,X-COM: UFO Defense,1993
20510,Action,S.T.A.L.K.E.R.: Clear Sky,2008
20510,RPG,S.T.A.L.K.E.R.: Clear Sky,2008
17330,Action,Crysis Warhead®,2008
17300,Action,Crysis,2007
7730,Strategy,X-COM: Interceptor,1998
20900,Action,The Witcher: Enhanced Edition Director's Cut,2008
20900,RPG,The Witcher: Enhanced Edition Director's Cut,2008
1530,Indie,Multiwinia,2008
8690,Racing,STCC - The Game 1 - Expansion Pack for RACE 07,2008
17120,Strategy,Children of the Nile: Alexandria,2008
17120,Simulation,Children of the Nile: Alexandria,2008
16810,Strategy,Sid Meier's Civilization IV: Colonization,2008
19830,Action,Tom Clancy's Rainbow Six® 3 Gold,2003
21000,Action,LEGO Batman,2008
21000,Adventure,LEGO Batman,2008
4460,Simulation,City Life 2008,2008
4460,Strategy,City Life 2008,2008
17140,RPG,Hinterland,2008
17140,Strategy,Hinterland,2008
15390,Action,Brothers in Arms: Hell's Highway™,2008
21300,Indie,Gravitron 2,2008
21300,Casual,Gravitron 2,2008
3050,Racing,Xpand Rally Xtreme,2006
15380,Strategy,Heroes of Might & Magic V: Hammers of Fate,2006
19800,Action,Brothers in Arms: Earned in Blood™,2005
15370,Strategy,Heroes of Might & Magic V: Tribes of the East,2007
19930,Strategy,The Settlers®: Rise Of An Empire Gold Edition,2008
15350,Casual,Brain Spa,2007
19810,Action,The Sum of All Fears,2002
3540,Casual,Peggle™ Nights,2008
22000,Indie,World of Goo,2008
2820,Action,X3: Terran Conflict,2008
2820,Simulation,X3: Terran Conflict,2008
2820,Strategy,X3: Terran Conflict,2008
1230,Action,Mare Nostrum,2008
18300,Casual,Spectraball,2008
18300,Indie,Spectraball,2008
20200,Indie,Galactic Bowling,2008
20200,Casual,Galactic Bowling,2008
20200,Sports,Galactic Bowling,2008
12200,Action,Bully: Scholarship Edition,2008
12200,Adventure,Bully: Scholarship Edition,2008
19900,Action,Far Cry® 2: Fortune's Edition,2008
11240,Action,Space Trader: Merchant Marine,2008
11240,Indie,Space Trader: Merchant Marine,2008
11240,Strategy,Space Trader: Merchant Marine,2008
256522,Simulation,PRR Wagon Pack 01,2009
275144,Simulation,"Class 421 London South East ""Jaffa Cake""",2009
256521,Simulation,ATSF Wagon Pack 01,2009
222569,Simulation,GP20 Union Pacific Add-on Livery,2009
256535,Simulation,UK Van Wagon Pack,2009
256611,Simulation,CSX SD70MAC Add-on Livery,2009
256576,Simulation,CSX ES44AC Add-on Livery,2009
9480,Action,Saints Row 2,2009
17470,Action,Dead Space,2008
12770,RPG,Rise of the Argonauts,2008
17410,Action,Mirror's Edge™,2009
17410,Adventure,Mirror's Edge™,2009
18500,Indie,Defense Grid: The Awakening,2008
18500,Strategy,Defense Grid: The Awakening,2008
16450,Action,F.E.A.R. 2: Project Origin,2009
15400,Strategy,Harvest: Massive Encounter,2008
15400,Indie,Harvest: Massive Encounter,2008
18600,Indie,Mayhem Intergalactic,2007
18600,Strategy,Mayhem Intergalactic,2007
11340,Action,Larva Mortus,2009
11340,Indie,Larva Mortus,2009
25830,Strategy,Knights of Honor,2005
23460,Action,Ceville,2009
23460,Adventure,Ceville,2009
23460,Strategy,Ceville,2009
10600,Strategy,Empire: Total War™ - Special Forces Units & Bonus Content,2009
21010,Action,Watchmen: The End is Nigh,2009
22180,Action,Penumbra Overture,2007
22180,Adventure,Penumbra Overture,2007
22180,Indie,Penumbra Overture,2007
13210,Action,Unreal Tournament 3 Black,2007
12640,RPG,Drakensang,2009
21600,Casual,Age of Booty™,2009
21600,Strategy,Age of Booty™,2009
27020,Indie,The Graveyard,2008
27020,Simulation,The Graveyard,2008
24740,Racing,Burnout Paradise: The Ultimate Box,2009
90047,Action,Zombie Master,2009
26000,Action,The Maw,2009
26000,Indie,The Maw,2009
26006,Action,The Maw: River Redirect,2009
26006,Indie,The Maw: River Redirect,2009
26005,Action,The Maw: Brute Force,2009
26005,Indie,The Maw: Brute Force,2009
11330,Casual,Obulis,2009
11330,Indie,Obulis,2009
27800,Indie,Space Giraffe,2009
9850,Simulation,Codename: Panzers - Cold War,2009
9850,Strategy,Codename: Panzers - Cold War,2009
3600,Casual,Escape Rosecliff Island,2009
29580,RPG,Guild Wars Nightfall,2006
29580,Massively Multiplayer,Guild Wars Nightfall,2006
29540,RPG,Guild Wars,2005
29540,Massively Multiplayer,Guild Wars,2005
29560,RPG,Guild Wars Factions,2006
29560,Massively Multiplayer,Guild Wars Factions,2006
29570,Massively Multiplayer,Guild Wars Trilogy,2008
29570,RPG,Guild Wars Trilogy,2008
23700,Casual,Puzzle Kingdoms,2009
16060,Casual,Samantha Swift and the Golden Touch,2009
1930,RPG,Two Worlds Epic Edition,2009
18470,Strategy,Helldorado,2009
7510,Action,X-Blades,2009
7510,Adventure,X-Blades,2009
7510,RPG,X-Blades,2009
22200,Action,Zeno Clash,2009
22200,Indie,Zeno Clash,2009
26007,Indie,The Maw: Speeder Lane,2009
25900,RPG,King's Bounty: The Legend,2008
25900,Strategy,King's Bounty: The Legend,2008
16200,Casual,Virtual Families,2009
16200,Simulation,Virtual Families,2009
7840,Racing,Death Track®: Resurrection,2009
8890,RPG,Freedom Force vs. the Third Reich,2005
8890,Strategy,Freedom Force vs. the Third Reich,2005
8880,RPG,Freedom Force,2002
8880,Strategy,Freedom Force,2002
34500,Indie,Light of Altair,2009
34500,Simulation,Light of Altair,2009
34500,Strategy,Light of Altair,2009
1280,Action,Darkest Hour: Europe '44-'45,2009
1280,Simulation,Darkest Hour: Europe '44-'45,2009
10150,Action,Prototype™,2009
10150,Adventure,Prototype™,2009
12470,Strategy,Port Royale 2,2004
22330,RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007
22320,RPG,The Elder Scrolls III: Morrowind® Game of the Year Edition,2002
12440,Adventure,Ankh 2: Heart of Osiris,2007
32710,Simulation,Armored Fist 3,1999
32740,Simulation,MiG-29 Fulcrum,1998
12460,Strategy,BC Kings,2008
21980,Action,Call of Juarez®: Bound in Blood,2009
31860,Adventure,Nancy Drew®: Legend of the Crystal Skull,2007
31900,Adventure,Nancy Drew®: The Creature of Kapu Cave,2006
31920,Adventure,Nancy Drew®: The Phantom of Venice,2008
31930,Adventure,Nancy Drew®: The White Wolf of Icicle Creek,2007
35800,Casual,BRAINPIPE: A Plunge to Unhumanity,2008
35800,Indie,BRAINPIPE: A Plunge to Unhumanity,2008
12690,Simulation,Hunting Unlimited 2010,2009
12690,Sports,Hunting Unlimited 2010,2009
31170,Adventure,Tales of Monkey Island Complete Pack,2009
21660,Action,Street Fighter® IV,2009
6080,Action,Thrillville®: Off the Rails™,2007
6080,Adventure,Thrillville®: Off the Rails™,2007
6080,Racing,Thrillville®: Off the Rails™,2007
6080,Simulation,Thrillville®: Off the Rails™,2007
6080,Strategy,Thrillville®: Off the Rails™,2007
6010,Adventure,Indiana Jones® and the Fate of Atlantis™,1992
6090,Action,Armed and Dangerous®,2003
6060,Action,"Star Wars: Battlefront 2 (Classic, 2005)",2005
32310,Adventure,Indiana Jones® and the Last Crusade™,1989
32330,Action,LEGO® Indiana Jones™: The Original Adventures,2008
32330,Adventure,LEGO® Indiana Jones™: The Original Adventures,2008
32360,Adventure,The Secret of Monkey Island: Special Edition,2009
35300,Strategy,Warfare,2008
35310,Action,Clutch,2009
35310,Racing,Clutch,2009
31980,Adventure,Nancy Drew®: Ransom of the Seven Ships,2009
31990,Adventure,Nancy Drew®: Ransom of the Seven Ships Demo,2009
10140,Sports,3D Ultra™ Minigolf Adventures,2006
10100,Adventure,King's Quest™ Collection,2006
10130,Action,TimeShift™,2007
10110,Adventure,Space Quest™ Collection,2006
1256,Action,Killing Floor Outbreak Character Pack,2009
10120,Action,Aces of the Galaxy™,2008
10120,Casual,Aces of the Galaxy™,2008
33520,Simulation,Tropico Reloaded,2009
33520,Strategy,Tropico Reloaded,2009
3610,Casual,Mystery P.I. - Lost in Los Angeles,2009
21680,Action,Bionic Commando: Rearmed,2008
21670,Action,Bionic Commando,2009
21670,Adventure,Bionic Commando,2009
21030,Action,Watchmen: The End is Nigh Part 2,2009
36000,Action,Foreign Legion: Buckets of Blood,2009
36000,Indie,Foreign Legion: Buckets of Blood,2009
32370,Adventure,STAR WARS™ - Knights of the Old Republic™,2003
32370,RPG,STAR WARS™ - Knights of the Old Republic™,2003
29180,Indie,Osmos,2009
29180,Casual,Osmos,2009
38410,RPG,Fallout 2: A Post Nuclear Role Playing Game,1998
38420,Strategy,Fallout Tactics: Brotherhood of Steel,2001
38430,Action,Kingpin — Life of Crime,1999
35050,Action,Mini Ninjas Demo,2009
35050,Adventure,Mini Ninjas Demo,2009
31180,Adventure,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009
37960,Casual,Jewel Quest Pack,2009
38000,Casual,Mahjong Quest Collection,2009
37400,Adventure,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009
37400,Indie,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009
13570,Action,Tom Clancy's Splinter Cell Chaos Theory®,2005
11390,Action,Crash Time 2,2009
11390,Racing,Crash Time 2,2009
34420,Strategy,XIII Century – Gold Edition,2009
43100,Simulation,World of Zoo,2009
33730,Simulation,18 Wheels of Steel: Extreme Trucker,2009
35000,Action,Mini Ninjas,2009
35000,Adventure,Mini Ninjas,2009
39392,Casual,Freeze Tag Fun Pack #2,2009
39391,Casual,Freeze Tag Fun Pack #1,1999
37600,Adventure,Windosill,2009
37600,Casual,Windosill,2009
37600,Indie,Windosill,2009
24029,Simulation,Train Simulator: Colton & Northern Route Add-On,2009
32140,Adventure,Midnight Mysteries,2009
32140,Casual,Midnight Mysteries,2009
31190,Adventure,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009
32770,Action,Joint Operations: Combined Arms Gold,2009
208306,Simulation,Train Simulator: US Loco & Asset Pack,2009
37300,Simulation,DinerTown Tycoon,2009
208300,Simulation,Train Simulator: European Loco & Asset Pack,2009
40300,RPG,Risen,2009
35070,Casual,Flora's Fruit Farm,2009
10606,Strategy,Empire: Total War™ - The Warpath Campaign,2009
40700,Adventure,Machinarium,2009
40700,Indie,Machinarium,2009
24840,Action,Medal of Honor: Airborne,2007
24870,Racing,Need for Speed: Shift,2009
41500,RPG,Torchlight,2009
24800,Strategy,Command & Conquer: Red Alert 3 - Uprising,2009
901735,Strategy,The Stronghold Collection,2009
42800,Strategy,East India Company: Privateer,2009
39560,Action,Painkiller: Resurrection,2009
39550,RPG,SpellForce 2 - Anniversary Edition,2009
39550,Strategy,SpellForce 2 - Anniversary Edition,2009
40330,Adventure,Secret Files: Tunguska,2009
40320,Strategy,Rush for Berlin Gold,2009
31200,Adventure,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009
3130,Strategy,Men of War: Red Tide,2009
41100,Action,Hammerfight,2009
41100,Indie,Hammerfight,2009
39540,Action,SpellForce - Platinum Edition,2009
39540,RPG,SpellForce - Platinum Edition,2009
34640,Strategy,Massive Assault: Phantom Renaissance,2005
34630,Strategy,Massive Assault,2003
41000,Action,Serious Sam HD: The First Encounter,2009
41000,Indie,Serious Sam HD: The First Encounter,2009
40340,Adventure,Secret Files 2: Puritas Cordis,2009
17450,RPG,Dragon Age: Origins,2009
37100,Action,Aztaka,2009
37100,RPG,Aztaka,2009
37100,Indie,Aztaka,2009
37500,Indie,Magnetis,2009
37500,Casual,Magnetis,2009
42810,Strategy,For The Glory: A Europa Universalis Game,2009
10180,Action,Call of Duty®: Modern Warfare® 2,2009
32440,Adventure,LEGO® Star Wars™ - The Complete Saga,2009
11450,RPG,Overlord™,2007
12710,RPG,Overlord™: Raising Hell,2008
24790,Strategy,Command & Conquer 3: Tiberium Wars,2007
29120,Indie,Yumsters 2: Around the World,2008
29120,Casual,Yumsters 2: Around the World,2008
24810,Strategy,Command & Conquer 3: Kane's Wrath,2009
41800,Indie,Gratuitous Space Battles,2009
41800,Simulation,Gratuitous Space Battles,2009
41800,Strategy,Gratuitous Space Battles,2009
45300,Simulation,Wings of Prey,2009
41900,Action,The Bard's Tale,2005
41900,Adventure,The Bard's Tale,2005
41900,RPG,The Bard's Tale,2005
35420,Action,Defence Alliance 2,2009
32430,Action,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009
22370,RPG,Fallout 3: Game of the Year Edition,2009
41802,Strategy,Gratuitous Space Battles: The Tribe,2009
41802,Indie,Gratuitous Space Battles: The Tribe,2009
41802,Simulation,Gratuitous Space Battles: The Tribe,2009
38080,Simulation,Build-A-Lot,2007
38090,Simulation,Build-A-Lot 2: Town of the Year,2008
38100,Simulation,Build-A-Lot 3: Passport to Europe,2009
38070,Casual,Coconut Queen,2009
38070,Simulation,Coconut Queen,2009
38210,Casual,Roogoo,2009
45700,Action,Devil May Cry 4,2008
45700,Adventure,Devil May Cry 4,2008
46410,Action,Avencast: Rise of the Mage,2010
46410,Indie,Avencast: Rise of the Mage,2010
46410,RPG,Avencast: Rise of the Mage,2010
38110,Simulation,Build-A-Lot 4: Power Source,2009
17570,Action,"Pirates, Vikings, and Knights II",2010
17570,Free to Play,"Pirates, Vikings, and Knights II",2010
17570,Indie,"Pirates, Vikings, and Knights II",2010
38130,Casual,Farm Frenzy 2,2008
38160,Casual,Farm Frenzy 3: American Pie,2010
38150,Casual,Farm Frenzy 3,2009
38120,Casual,Farm Frenzy,2007
38140,Casual,Farm Frenzy: Pizza Party,2009
36300,Casual,Cake Mania Main Street™,2010
36310,Strategy,Westward® IV: All Aboard,2010
36310,Casual,Westward® IV: All Aboard,2010
36320,Adventure,Iron Roses,2010
36320,Casual,Iron Roses,2010
37030,Strategy,UFO: Extraterrestrials Gold,2010
32450,Adventure,LEGO® Indiana Jones™ 2: The Adventure Continues,2010
34180,Sports,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,2010
44100,Action,Super Laser  Racer,2010
44100,Indie,Super Laser  Racer,2010
44100,Racing,Super Laser  Racer,2010
25960,Strategy,Hearts of Iron III: Soviet Infantry Pack DLC,2010
46250,Action,NecroVisioN: Lost Company,2010
38180,Casual,Cradle of Persia,2007
10695,Action,Aliens vs. Predator Swarm Map Pack,2010
41050,Action,Serious Sam Classic: The First Encounter,2001
41050,Indie,Serious Sam Classic: The First Encounter,2001
24055,Simulation,Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010
48700,Action,Mount & Blade: Warband,2010
48700,RPG,Mount & Blade: Warband,2010
39900,Action,Coniclysm,2010
49900,Action,Plain Sight,2010
49900,Indie,Plain Sight,2010
42120,Action,Lead and Gold: Gangs of the Wild West,2010
12220,Action,Grand Theft Auto: Episodes from Liberty City,2010
45730,Action,Dark Void™ Zero,2010
45730,Adventure,Dark Void™ Zero,2010
45400,Indie,Fortix,2010
49600,Action,Beat Hazard,2010
49600,Casual,Beat Hazard,2010
49600,Indie,Beat Hazard,2010
901399,Adventure,Sam & Max: The Devil’s Playhouse,2010
43500,Simulation,M.U.D. TV,2010
43500,Strategy,M.U.D. TV,2010
45302,Simulation,Wings of Luftwaffe Add-on,2010
40930,Adventure,The Misadventures of P.B. Winterbottom,2010
